id,candidate_id,previous_status,new_status,status_change_date,changed_by,change_source,notes,cycle_time_days,created_at
1081,1313,Sent to client,Screening,2025-08-09 00:26:48.330077,system,manual,,0,2025-08-09 00:26:48.330077
1082,1498,Sent to client,Screening,2025-08-09 00:26:48.330077,system,manual,,0,2025-08-09 00:26:48.330077
1083,1501,Sent to client,Screening,2025-08-09 00:26:48.330077,system,manual,,0,2025-08-09 00:26:48.330077
1084,1503,Sent to client,Screening,2025-08-09 00:26:48.330077,system,manual,,0,2025-08-09 00:26:48.330077
1085,1505,Sent to client,Screening,2025-08-09 00:26:48.330077,system,manual,,0,2025-08-09 00:26:48.330077
1086,1509,Sent to client,Screening,2025-08-09 00:26:48.330077,system,manual,,0,2025-08-09 00:26:48.330077
1087,1296,Sent to client,Screening,2025-08-09 00:26:48.330077,system,manual,,0,2025-08-09 00:26:48.330077
1088,1298,Sent to client,Screening,2025-08-09 00:26:48.330077,system,manual,,0,2025-08-09 00:26:48.330077
1089,1497,Sent to client,Screening,2025-08-09 00:26:48.330077,system,manual,,0,2025-08-09 00:26:48.330077
1090,1216,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1091,1218,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1092,1221,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1093,1237,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1094,1288,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1095,1289,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1096,1301,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1097,1369,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1098,1458,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1099,1459,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1100,1460,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1101,1461,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1102,1462,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1103,1463,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1104,1464,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1105,1469,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1106,1475,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1107,1479,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1108,1483,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
